id,title,image,DE,AR,EN,FR,comment
ID 2207,pẖr.wt,https://app.vega-lexique.fr/api/files/6cfc3041-bbf1-4d49-9f9c-df65c3f681b8.svg,Mandragora,يبروح طبي أو تفاح المجانين,mandrake,mandragore,"Mot à supprimer.
Relevé par Lesko d'après Müller (Die Liebespoesie der Alten Ägypten, Leipzig, 1899, pl. 4) dans pHarris 500 (= pBM EA 10060), ro 2, 9.
Transcription hiéroglyphique fautive, corrigée par Mathieu (Mathieu, Poésie amoureuse, pl. IX et p. 70, n. 179) en rrm.t « mandragore »."
ID 2208,br(r),https://app.vega-lexique.fr/api/files/c7477b5a-3f36-41f6-80f0-b881c21e5021.svg,Blinder,أعمى,blind man,aveugle,"Substantif.
Uniquement attesté dans des anthroponymes (Meeks).
Cf. br « yeux, globes oculaires ; pupilles »."
ID 2209,pḫḫ,https://app.vega-lexique.fr/api/files/da0e7e95-3cd5-43db-8e37-1e06c74b399f.svg,(ein Medizinprodukt),(مادة طبية ما),(a medical product),(un produit médical),"Attesté uniquement dans pHearst 8, 13 [H 112] ; cf. Grundriss 5, p. 28.
Bardinet (Les papyrus médicaux de l’Egypte pharaonique, Paris, 1995, p. 390) traduit « partie pekhekhe de la levure (?) »."
ID 2210,brhm,https://app.vega-lexique.fr/api/files/236c1b5f-dd92-4892-8fba-ccd35b753472.svg,Blemmyer,البليمي,Blemmye,Blemmye,"Groupe ethnique.
Attesté uniquement dans un anthroponyme (Meeks).
Voir également Černý, « Some Coptic Etymologies III », BIFAO 57, 1958, p. 203-205."
ID 2211,brg,https://app.vega-lexique.fr/api/files/b6b507ee-baeb-4f99-bf97-0a27df25375b.svg,offnen,فَتَحَ,to open,ouvrir,"Attesté uniquement sur pRhind I (= pEdimbourg A.1956.314), 5, 5 ; cf. Möller, Die beiden Totenpapyrus Rhind des Museums zu Edinburg, Leipzig, 1913, p. 26 et pl. V.
Dans la séquence brg(=w) n=k ḥdgw n(y) ẖr.t-nṯr « la porte de la nécropole t'est ouverte ».
Le texte démotique parallèle donne wn « ouvrir ; révéler »."
ID 2212,bqy,https://app.vega-lexique.fr/api/files/163c298f-bff3-4bca-8b0f-555e8e4e2096.svg,offnen,فَتَحَ,to open,ouvrir,"Attesté uniquement sur une statue conservée dans une collection privée ; cf. Clère, « Deux statues 'gardiennes de porte' d'époque ramesside », JEA 54, 1968, p. 141."
ID 2213,bḫḫw,https://app.vega-lexique.fr/api/files/690ba49f-7195-4bb4-85e6-e398e917e9cf.svg,"Glut, Flamme",حرارة ، شُعْلَة ، لَهِيب,"heat, flame","chaleur, flamme","Probablement participe formé sur bḫḫ « cuire, brûler »."
ID 2214,ʿb,https://app.vega-lexique.fr/api/files/cd8cfc62-12bb-4d56-b16c-c076c8830e20.svg,rein sein; reinigen,أصبح نقياً طاهراً ؛ طهَّر ، نقى,to be pure; to purify,devenir pur ; purifier,"Voir ʿb « purificateur », ʿbw « purification, pureté », ʿb.w « offrandes » et les antonymes ʿb « impureté, souillure ; troubles ; maladie », ʿb « salir, souiller » et ʿb.t « impureté (?) ».
Voir également wʿb « devenir pur ; purifier ; pur ».
Cf. ʿbw « (sens inconnu) ». "
ID 2215,pḫʿ,https://app.vega-lexique.fr/api/files/0e5428bf-7747-412b-9007-5f427779c415.svg,installieren (?),شَغَّلَ ، نَصَّبَ ،  رَكَّبَ (؟),to install (?),installer (?),"Attesté uniquement dans pBrooklyn 47.218.50, col. XX, l. 5, cf. Goyon, Confirmation du pouvoir royal au nouvel an (Brooklyn Museum Papyrus 47.218.50), WilbMon VII, 1974, pl. XIV(a).
Pour Goyon, Confirmation du pouvoir royal au nouvel an (Brooklyn Museum Papyrus 47.218.50), BiEtud 52, 1972, p. 78 et p. 121 (331), à rapprocher de pḫȝ « équiper ».
Pour Leitz (LGG III, 104c-105a), variante du théonyme Pḫȝ.t « Uræus »."
ID 2216,bḫḫ,https://app.vega-lexique.fr/api/files/c86c12b9-155a-4add-aff8-31fd57ba4085.svg,"kochen, glühen",أَحْرَقَ ، طَبَخَ ، سلَقَ,"to cook, to burn","cuire, brûler","Voir bḫḫw « chaleur, flamme »."
ID 2217,ʿb,https://app.vega-lexique.fr/api/files/4cb2ba54-eead-42a1-8bfb-0cd5a06410e6.svg,Reiniger,مُطَهِر ، مُنَقٍ,purifier,purificateur,"Titre de prêtrise.
Probablement participe formé sur ʿb « devenir pur ; purifier ».
Voir ʿbw « purification, pureté » et ʿb.w « offrandes ».
Cf. également wʿb « devenir pur ; purifier ; pur », wʿb.t « purification », wʿb(w) « pur », wʿb « prêtre-ouâb » et wʿb.t « morceau de viande ; offrande carnée »."
ID 2218,ʿbw,https://app.vega-lexique.fr/api/files/16efaf01-f8a0-48a3-916b-821077963866.svg,"Reinigung, Reinheit",تطهير ، تنقية ، طهارة ، نقاء,"purification, purity","purification, pureté","Voir ʿb « devenir pur ; purifier », ʿb « purificateur », ʿb.w « offrandes », ʿbw-r(ȝ) « petit déjeuner, repas » et l'antonyme ʿb « impureté, souillure ; troubles ; maladie ».
Cf. également wʿb « devenir pur ; purifier ; pur », wʿb « pureté », wʿb.t « purification », wʿb(w) « pur » et wʿb.t « morceau de viande ; offrande carnée ». 
Peut être employé en parallèle de snṯr « encensement (?) »."
ID 2219,pḫȝ.t,https://app.vega-lexique.fr/api/files/23be7823-31f5-463b-9d83-dd0d73542411.svg,Ackerland,أرض صالحة للزراعة,arable land,terre arable,"Cf. Gardiner, AEO II, p. 219*-220* [479]."
ID 2220,ʿb,https://app.vega-lexique.fr/api/files/3eb49b78-34f3-4c69-90ee-a9ce7316235e.svg,Napf,كأس,bowl,coupe,"Le Wb et le TLA (pastille rouge) renvoient à jʿb « coupe ; coupelle à encens ; godet à eau (du scribe) ».
Voir également ȝʿʿb « (un récipient) », ʿȝb.t « cruche (pour le lavage) », ʿʿb « coupe », ʿbw « ustensile pour laver » et ʿb.t « cruche, vase ». "
ID 2221,bẖ,https://app.vega-lexique.fr/api/files/916f38f5-bb8e-4afa-a92f-cf8abb35240d.svg,gebären; hervorbringen,وَلَدَت ، أنجبت ؛ أنتَجَ,to give birth; to produce,"mettre au monde, donner naissance ; produire","Cf. bẖ(.t) « filon ».
Voir peut-être sbẖ « couvrir »."
ID 2222,pḫȝ,https://app.vega-lexique.fr/api/files/389ed8f6-9e68-450c-997c-bf736e108b84.svg,Abführmittel (?),مُسَهِّل ، مُلَيِّن لِلْأمْعَاء (؟),laxative (?),laxatif (?),"Entrée à supprimer.
Relevé en pEbers 37, 1 [Eb 189] (Grundriss 5, p. 152) par le Wb.
Selon le TLA et Bardinet (Les papyrus médicaux de l'Egypte pharaonique, Paris, 1995, p. 276), il s'agit du verbe pḫȝ « diviser, séparer ; ouvrir »."
ID 2223,ʿb.t,https://app.vega-lexique.fr/api/files/2ca3f01b-9ac6-4fc8-b4d0-e67e9740ae2d.svg,"Krug, Gefäß",إبريق ، إناء,"jug, vase","cruche, vase","Voir également ȝʿʿb « (un récipient) », jʿb « coupe ; coupelle à encens ; godet à eau (du scribe) », ʿȝb.t « cruche (pour le lavage) », ʿʿb « coupe », ʿb « coupe » et ʿbw « ustensile pour laver »."
ID 2224,bẖ,https://app.vega-lexique.fr/api/files/1ef75898-79c7-4f0a-b370-7c0e7e7eafc0.svg,"glänzen, leuchten, erleuchten",لَمَعَ ، أبرَقَ ، أضاء,"to glow, to shine, to illuminate","luire, briller, illuminer","Pour Meeks, même mot que bȝẖ « luire, briller ».
Voir également bẖ « devenir lumineux ; briller »."
ID 2225,ȝsby.w,https://app.vega-lexique.fr/api/files/5a6d6b0c-9618-448d-85c7-0c3468ce471f.svg,Flammen, شُعُلات ، شُعْلات ، شُعَل,flames,flammes,"Attesté dans LdM 64B, col. 2 (= pBM EA 10477) (Lapp, The Papyrus of Nu, CBDBM I, 1997, pl. 35), dans la construction š ȝsby.w « lac des flammes ».
Aussi dans l'épithète divine Jmy.w-ȝsb.w « Ceux qui sont dans les flammes » (LGG I, 260b).
Cf. ȝsb « brûler » et ȝsb.t « flamme »."
ID 2226,bẖbẖ,https://app.vega-lexique.fr/api/files/e432f654-a065-4436-9164-4bf97957d575.svg,"Hochmut, Frechheit",عَجْرَفة ، وَقاحة ، جَسَارَة,"pride, insolence, impudence","arrogance, insolence, impudence","Attesté uniquement dans la tombe de Djéfai-Hâpy I à Assiout (Montet, « Les tombeaux de Siout et de Deir Rifeh », Kémi 3, 1930-1935, p. 49)."
ID 2227,ʿbw,https://app.vega-lexique.fr/api/files/1a53c50f-64a9-4c9a-88b5-b64f681e11f2.svg,Waschgerät,إناء للإغتسال,washing device,ustensile pour laver,"Voir ȝʿʿb « (un récipient) », jʿb « coupe ; coupelle à encens ; godet à eau (du scribe) », ʿȝb.t « cruche (pour le lavage) », ʿʿb « coupe », ʿb « coupe » et ʿb.t « cruche, vase »."
ID 2228,p,https://app.vega-lexique.fr/api/files/94d298b0-da48-4fbc-93e3-7f63c81b0bda.svg,(ein Vogel),(طائر ما),(a bird),(un oiseau),"Le Wb et le TLA renvoient à pḫ.t « (un canard) »."
ID 2229,pḥs,https://app.vega-lexique.fr/api/files/d1fe6b0e-da98-4338-96d9-e7f2879f6a09.svg,entbunden werden (?),وُلِد ، أُنجِبَ (؟),to be born (?),être mis au monde (?),"Attesté uniquement en Dend. X, 425, 5. "
ID 2230,mȝḏ.w,https://app.vega-lexique.fr/api/files/43583764-3f5f-40b9-bdb2-51f93c096631.svg,Tragestangen,حَمَّالَات مُزْدَوِجَة,carrying-poles,palanches,"Attesté uniquement en Pyr. 445d [300].
Pour Meeks (AnLex) et Vernus (« Le vizir et le balancier. À propos de l'Enseignement de Ptahhotep », dans Berger, Mathieu (éd.), Études sur l'Ancien Empire et la nécropole de Saqqâra, dédicacées à Jean-Philippe Lauer, OrMonsp 9, 1997, p. 440), à lire mȝwḏ « palanche ; perche »."
ID 2231,bẖsw,https://app.vega-lexique.fr/api/files/ac8a53e0-d6f0-4d19-8c77-2b49f40891b4.svg,(ein Brot),(خبز),(a bread),(un pain),"Cf. bȝẖ « (un gâteau) »."
ID 2232,bs,https://app.vega-lexique.fr/api/files/7ee2b08e-e048-4615-bdf2-ea68cd9559f1.svg,(ein Schiff),(مَركَب ما),(a boat),(un bateau),"Attesté uniquement dans le mastaba de Kaiemânkh (G4561) ; cf. Kanawati, Tombs at Giza I, ACE-Rep 16, 2001, pl. 15a, et Junker, Gîza IV, Vienne, 1940, p. 74, pl. X."
ID 2233,ȝr.w,https://app.vega-lexique.fr/api/files/e1591c6d-3aa3-4c6e-8040-c1e7fba7b97b.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Substantif. 
Attesté uniquement dans le Mammisi d’Ermant, LD IV, 65a, dans l’épithète divine Pʿpʿ(w).t-ȝr(w).w « Celle qui met au monde les tremblants (?) » (LGG III, 32b). Cf. Husson (L'offrande du miroir dans les temples égyptiens de l'époque gréco-romain, Lyon, 1977, p. 215), qui traduit « les vagissants ».
Voir ȝwr « trembler, frémir, frissonner »."
ID 2234,pḥn,https://app.vega-lexique.fr/api/files/d5ac525c-cf9c-4c40-b6ca-9e3757a071e7.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Mot à supprimer.
Relevé dans la tombe de Méryâa à el-Hagarsa ; cf. Kanawati, The Tombs of el-Hagarsa III, ACER 7, 1995, pl. 35.
Le TLA renvoie à pḥ « atteindre, arriver à ; attaquer », d'après Osing (« Recension de Takács, Etymological Dictionary of Egyptian II, HdO 48, 2001 », BiOr 60, 2003, p. 568). Pour ce dernier, il s'agit d'un sḏm~n=f."
ID 2235,mȝd(d),https://app.vega-lexique.fr/api/files/0282a562-9e4a-4268-b9d1-60551d656e3a.svg,dösen,غَفا,to doze,somnoler,"Dans le nom d'un génie.
Traduction d'après Vernus (Athribis. Textes et documents relatifs à la géographie, aux cultes, et à l'histoire d'une ville du Delta égyptien à l'époque pharaonique, BiEtud 74, 1978, p. 145, n. 1), qui rapproche ce mot de mȝt / mʿȝ.t « somnolant (?) ; grandeur (?) »."
ID 2236,m-jsw,https://app.vega-lexique.fr/api/files/17225358-e310-40c0-ae6d-4fd3e6ddbc4f.svg,als Lohn (für); an Stelle von,بديلاً (عن) ؛ بدلاً من,in exchange (for); in place of,en échange (de) ; à la place de,"Préposition ou adverbe selon l'emploi.
Formé sur la préposition m et jsw « contrepartie, échange, équivalent, récompense, rémunération, salaire, prix ».
Cf. Malaise, Winand, Grammaire raisonnée, p. 164 (§246)."
ID 2237,brbr,https://app.vega-lexique.fr/api/files/e3e24cab-bcf9-47b5-bb80-1c7e2945315f.svg,(ins Fleisch) eingraben (?); jagen (?),غَرَزَ (في اللَحْم) (؟) ؛ صادَ (؟),to dig (into flesh)(?); to hunt(?),enfoncer (dans la chair) (?) ; chasser (?),"Attesté uniquement sur oGardiner 300, ro, l. 6 (Černý, Gardiner, Hieratic Ostraca I, Oxford, 1957, pl. XCI [1])."
