id,title,publication_date,status,image,DE,AR,EN,FR,comment,fuente de transliteración
ID 10052,ndbw,"Published the May 13, 2020 at 13:26",validated,https://app.vega-lexique.fr/api/files/9b824c50-e2aa-4884-93a9-c861fb94e383.svg,"überzogen, beschlagen (mit Kupfer)",مطلي (بالنحاس),"plated, banded (with copper)","plaqué, cerclé (de cuivre)","Attesté seulement au Nouvel Empire, à la forme participiale.Dans la description de portes monumentales, sur lesquelles du cuivre est appliqué.Variante avec métathèse de nbd « plaquer, cercler (de métal) ».","['Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.']"
ID 10053,jtm,"Published the May 13, 2020 at 13:43",validated,https://app.vega-lexique.fr/api/files/9cbe69a1-68c9-47af-bda6-baa876c7c493.svg,"an Atemnot leiden, nach Luft ringen",لَهَثَ ، ضَاقَ نَفَسه ، قُطِعَ نَفَسُه ، افْتَقَرَ إلى الهواء,"to get out of breath, to be out of breath, to be lacking of air","s’essouffler, avoir le souffle coupé, manquer d’air","Attesté seulement dans les Textes des Sarcophages.Cf. jtmw « essoufflement, suffocation, manque d’air ».Voir également tm(m) « clore, fermer ; se fermer ».","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', None]"
ID 10054,ndb,"Published the May 13, 2020 at 13:30",validated,https://app.vega-lexique.fr/api/files/accf51ae-f90a-47fe-a6cb-42609cf835f2.svg,weben,نَسَجَ,to weave,tisser,"Attesté uniquement sur oDeM 131.Dans l'expression ndb r(ȝ) « tisser une étoffe-ro ».Traduction d'après Wente, Letters from Ancient Egypt, WAW 1, 1990, p. 161.Allam (Hieratische Ostraka und Papyri aus der Ramessidenzeit, URAÄ 1, 1973, p. 70) donne « tresser » (= « flechten »).","['Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).']"
ID 10055,jtmw,"Published the May 13, 2020 at 13:43",validated,https://app.vega-lexique.fr/api/files/573ece06-e1b4-4315-ac58-82a6c05988a8.svg,"Atemnot, Luftmangel",ضِيقُ التَّنَفُّس,"breathlessness, suffocation, lack of air","essoufflement, suffocation, manque d'air","Cf. jtm « s’essouffler, avoir le souffle coupé, manquer d’air ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10056,ndb,"Published the May 13, 2020 at 13:47",problematic,https://app.vega-lexique.fr/api/files/b4ad9d9d-194e-4d98-b0a2-ac48263b9031.svg,durchkneten (?),عَجَن ، صاغَ ، صَوَّرَ (؟),to knead (?),malaxer (?),"Attesté uniquement en Dend. X, 82, 4.Au sujet de la fabrication de la figurine d'Osiris par Khnoum à base d'orge et d'eau.D'après Cauville (DendIndex X, p. 310), il s'agit d'un mot hybride formé sur nbj « dorer, recouvrir d'or ; façonner, fabriquer » et ndb « entendre ».Voir également nḏ « broyer, moudre, écraser, triturer ».","['Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.']"
ID 10057,jtm,"Published the Mar 27, 2020 at 11:46",wrong,https://app.vega-lexique.fr/api/files/4ae1f324-02fb-47cd-b7cc-55347aaca30c.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Entrée à supprimer.Relevé en CT VII, 223b [1007] (P.Gard.II).Substantif d’après le TLA.Occurrence du théonyme Jtm « Atoum » ; cf. Barguet, Les Textes des Sarcophages égyptiens du Moyen Empire, LAPO 12, 1986, p. 603 ; Faulkner, The Ancient Egyptian Coffin Texts II, Warminster, 1977, p. 109 ; Carrier, Textes des Sarcophages du Moyen Empire égyptien, Monaco, 2004, p. 2138-2139.",[None]
ID 10058,jtm.w-wrḏ,"Published the May 13, 2020 at 13:48",validated,https://app.vega-lexique.fr/api/files/32c81181-4400-47f3-8234-e3c69aa4a69c.svg,Unermüdliche (Sterne),الذين لا يتعبون (نجوم),unwearying ones (stars),infatigables (étoiles),"Attesté uniquement en Pyr. 491c [309].Mot composé formé sur tm « ne pas (être), sans ; (auxiliaire négatif) », précédé d’un yod prothétique (j), et wrḏ / wrd « se fatiguer, se lasser ».Littéralement : « celles qui ne se fatiguent pas ».Variante de jḫm.w-wrḏ « infatigables (étoiles) ».Cf. jtm(.w)-sk « impérissables (étoiles) ».","['Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.']"
ID 10059,jtm(.w)-sk,"Published the May 13, 2020 at 13:48",validated,https://app.vega-lexique.fr/api/files/c4827c7b-7b03-489b-9565-2fec36a532b3.svg,Unvergänglichen (Sterne),الذين لا يتعبون (نجوم),imperishable ones (stars),impérissables (étoiles),"Mot composé formé sur tm « ne pas (être), sans ; (auxiliaire négatif) », précédé d’un yod prothétique (j), et skj « périr, se trouver détruit, disparaître ».Littéralement : « celles qui ne périssent pas ».Variante de jḫm.w-sk « impérissables (étoiles) ». Cf. jtm.w-wrḏ « infatigables (étoiles) ». ","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.']"
ID 10060,ẖȝẖȝ,"Published the Mar 27, 2020 at 11:49",problematic,https://app.vega-lexique.fr/api/files/d351b63a-3ecc-4710-8017-a0adcdc5bbc8.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans l'Onomasticon de Tebtynis (= pCarslberg 180.3),  fragment J, 2, 14 ; cf. Osing, Tebtunis I, p. 82 et pl. 4-4A.Mentionné dans la première partie de l'Onomasticon, il s'agit donc probablement d'un verbe, ou d'une forme verbale.Dans le composé ẖȝẖȝ-jb, cité au sein d'une liste de termes évoquant la peur, le mal, mais aussi des actes de nature violente. Ce contexte spécifique fait écho au terme ẖȝk(w)-jb « rebelle, révolté » construit de manière similaire.Osing (op. cit, p. 82, et 84, n. 384) ne donne pas de traduction mais propose d'y voir peut-être un dérivé de ẖȝẖȝ.t « marais, marécages ».",[]
ID 10061,ẖȝq,"Published the Apr 2, 2024 at 16:33",problematic,https://app.vega-lexique.fr/api/files/67ceb4be-2957-40d9-afa5-7c965acfcb69.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans l'Onomasticon de Tebtynis (= pCarslberg 180.15), fragment FA, 110 ; cf. Osing, Tebtunis I, p. 216 et pl. 20-20A.Osing (op. cit., p. 216, et 217 [ae]) ne donne pas de traduction et souligne qu'aucune racine ẖȝq ne paraît attestée en égyptien.En revanche, il relève le terme ẖyq dans la glose démotique, et propose de le rapprocher de ẖq « poussière, poudre » (Johnson, H̱, p. 81), dérivé du terme sémitique šḥq « poussière, nuage de poussière, grain pulvérisé ».",[]
ID 10062,ẖpẖp,"Published the Mar 27, 2020 at 11:50",problematic,https://app.vega-lexique.fr/api/files/08f02222-d5f9-4e73-acc2-9badcc07650b.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans l'Onomasticon de Tebtynis (= pCarslberg 180.1 + PSI I, 76a), 1, 7 ; cf. Osing, Tebtunis I, p. 68 et pl. 2-2A.Mentionné dans la première partie de l'Onomasticon, il s'agit donc probablement d'un verbe. Il paraît intégré dans un champ lexical évoquant aussi bien la construction que la destruction.Osing (op. cit., p. 68-69 [f]) ne propose aucune traduction, ni parallèle avec le démotique.Noter l'absence de déterminatif, peut-être en lacune.",[]
ID 10063,jtn,"Published the May 13, 2020 at 13:50",validated,https://app.vega-lexique.fr/api/files/37533fa6-4e7d-4236-a2e3-7402df7cedcc.svg,diese,هذه ، هذه ... عينها,this,"cette, cette …-ci","Forme ancienne de l’adjectif démonstratif féminin singulier tn / ṯn « cette, cette …-ci » ; cf. Grandet, Mathieu, Cours d’égyptien, p. 94.Voir également jptn « ces, celles-ci », jptny « ces deux, ces deux-ci » et jptn.ty / ptn.ty « ces deux, ces deux-ci ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', None]"
ID 10064,jtn,"Published the Sep 30, 2024 at 10:31",validated,https://app.vega-lexique.fr/api/files/9744614f-b68e-4d11-ab4c-925a151a428b.svg,"Scheibe, Globus",قُرص,"disk, globe","disque, globe","Désigne aussi bien le disque solaire que lunaire.Fréquemment employé en tant que théonyme : Jtn « Aton ».Sur ce terme, cf. von Lieven, « Scheiben am Himmel – Zur Bedeutung von ỉtn und ỉtn.t », SAK 29, 2001, p. 277-282 ; Goldwasser, Prophets, Lovers and Giraffes: Wor(l)d Classification in Ancient Egypt, Classification and Categorization in Ancient Egypt 3, GOF IV/38, 2002, p. 111-131 ; Michel, « La troisième dimension du mot jtn. Astre, globe ou sphère », dans Cannuyer, De Smet, Lebrun (éd.), Regards sur l'Orientalisme belge suivis d'études égyptologiques et orientales. Mélanges offerts à Claude Vandersleyen, AOB (B) 25, 2012, p. 263-281 ; Miatello, « On the Etymology of jtn and the Solar Iconography », GöttMisz 242, 2014, p. 71-87 ; David, « Early Mentions of ἰtn and their Echoes in Akhenaten's Doctrine », ChronEg 98/195-196, 2023, p. 5-26.Notamment dans les constructions et expressions :jm(y) jtn=f « celui qui se trouve dans son disque » ;jtn (n(y)) jʿḥ « disque lunaire » ;jtn ʿȝ « le grand disque » ;jtn ʿnḫ « le disque vivant » ;jtn wr « le disque vénérable » ;jtn m grḥ « le disque dans la nuit » ;jtn m ḏ.t=f « le disque solaire matinal » ; jtn n(y) hrw « le disque du jour » ;jtn n(y) qdm « globe d'or » ;jtn nfr « le disque parfait » ;jtn ḥḏ « le disque d’argent » (désignation de la lune) ;jtn šps « le disque magnifique » ;jtn ṯḥn « globe solaire éclatant » ;jtn.wy « les deux disques » (le soleil et la lune) ;mȝȝ jtn « voir le disque » ;rdj ẖnm jtn « exposer au soleil » ;ẖnm jtn « s’unir au disque, au globe » ;sȝ-n(y)-jtn « (une plante) » ;šn(w) n(y) jtn « circonférence, parcours du soleil » mais aussi « orbe solaire » ;šn(n).t (nb.t) jtn « (tout) ce qu'entoure le globe solaire, tout ce qu'englobe le soleil », pour désigner le monde entier ou une distance extrême.Également dans l'épithète royale šnw nb n(y) jtn « seigneur de l’orbe du soleil ».Mais aussi dans de nombreuses épithètes divines, telle que šsr(w) m jtn=f « Celui qui brille grâce à son globe solaire » (cf. LGG VII, 128a).D’après Wilson, pourrait dériver de jdn « représenter, remplacer, se substituer ; diriger, gouverner ».Voir la forme féminine jtn.t « disque féminin ».Cf. également jtn « luire, éclairer, illuminer », jtn « s'éloigner », jtn « (un miroir) » et peut-être tnj / ṯnj « (un récipient) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None, 'Erichsen (W.), Demotisches Glossar, Copenhague, 1954.', 'Johnson (J.) (éd.), The Demotic Dictionary of the Oriental Institute of the University of Chicago, Chicago, 2002.']"
ID 10065,ndb,"Published the Feb 22, 2024 at 11:09",problematic,https://app.vega-lexique.fr/api/files/16027738-bd0f-4419-83a8-fdde3e7eca50.svg,Flügel,جَنَاح,wing,aile,"Attesté seulement aux époques ptolémaïque et romaine.Notamment dans l'épithète ndm ndb « le seigneur de l'aile / du vol » (LGG IV, 578c).D'après Barucq (« Les textes cosmogoniques d'Edfou d'après les manuscrits laissés par Maurice Alliot », BIFAO 64, p. 135), il s'agirait toutefois d'une nuance dérivée du verbe dbn « traverser, encercler ; faire un cercle » avec métathèse, appliquée à un rapace : « planer (en cercle) ».","['Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).']"
ID 10066,ndby.t,"Published the Aug 27, 2023 at 21:56",validated,https://app.vega-lexique.fr/api/files/76fa28da-967d-4ed6-bf44-3c0d4774a660.svg,"Segel, (ein Teil des Segels?)",شِرَاع ، (جُزء ما من الشِرَاع ؟),"sail, (a part of the sail?)","voile, (une partie de la voile ?)","Attesté uniquement dans le conte du Paysan éloquent (= pBerlin ÄM 3023 + pAmherst I [B1]), 87 et 187 ; cf. Parkinson, The Tale of the Eloquent Peasant, Oxford, 1991, p. 17 et 29 ; Allen, Middle Egyptian Literature, Cambridge, 2015, p. 251 et 276.Pour désigner la voile gonflée par le vent.Cf. peut-être ndb « vent ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', None, None]"
ID 10067,jtn.t,"Published the Apr 16, 2024 at 10:26",validated,https://app.vega-lexique.fr/api/files/1bc63a74-e1af-458f-bfe6-b36cab44ec67.svg,weibliche Scheibe,أنثى القُرْص,female disk,disque féminin,"Féminin de jtn « disque, globe ».Notamment employé en tant que théonyme : Jtn.t « Atonet », ou en tant qu’épithète divine désignant le plus souvent Hathor ou Isis.Aussi dans l'expression dr štȝ n(y) jtn.t « chasser le trouble, l'élément néfaste du globe solaire féminin ».Sur ce terme, qui peut également désigner l’étoile Sothis, voir von Lieven, « Scheiben am Himmel – Zur Bedeutung von ỉtn und ỉtn.t », SAK 29, 2001, p. 277-282.Cf. jtn « luire, éclairer, illuminer », jtn « s'éloigner » et jtn « (un miroir) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None]"
ID 10068,jtn,"Published the May 13, 2020 at 13:54",validated,https://app.vega-lexique.fr/api/files/464b9a72-bb97-44dc-94c5-3ed2d8d54782.svg,(ein Spiegel),(مرآة ما),(a mirror),(un miroir),"Attesté seulement à l’époque ptolémaïque.Littéralement : « le disque ».Sur ce terme, voir Husson, L'offrande du miroir dans les temples égyptiens de l'époque gréco-romaine, Lyon, 1977, p. 38.Cf. jtn « disque, globe », jtn.t « disque féminin » et jtn « luire, éclairer, illuminer ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None]"
ID 10069,ẖnw,"Published the Dec 13, 2023 at 15:15",validated,https://app.vega-lexique.fr/api/files/2c80c438-1845-46b0-bb1a-b62e0122caa5.svg,(ein Fisch),(سمكة ما),(a fish),(un poisson),"Attesté uniquement dans l'Onomasticon de Tebtynis (= pCarslberg 180.10 + PSI I, 76a),  fragment S, 2, 22 ; cf. Osing, Tebtunis I, p. 137-138, et pl. 11-11A.Dans la section consacrée aux noms de poissons.D'après Osing (op. cit., p. 137, et 138 [a]), ce nom de poisson est inconnu par ailleurs. En outre, il note que l'usage du signe de la peau de bovin (F27) comme déterminatif fait penser au terme ẖn.t / ẖn.y « peau, cuir, dépouille ; outre ; parchemin ».La glose démotique, donnant le terme ẖny, est considérée comme incomplète par l'auteur.Certainement même mot que ḫn.w / ḫnn.w « (poissons) ».",[]
ID 10070,Wr-jtn.wt,"Published the Jul 27, 2020 at 14:26",problematic,https://app.vega-lexique.fr/api/files/49954362-50fa-4799-8dca-887e30d1f51b.svg,(eine heilige Schlange),(ثعبان مقدس ما),(a sacred snake),(un serpent sacré),"Attesté en Edfou I2, 335, 7 (1re graphie) et en lacune dans le papyrus géographique de Tanis (= BM EA 10673), frag. 29 ; cf. Petrie, « The Geographical Papyrus », dans Griffith, Petrie, Two Hieroglyphic Papyri from Tanis, ExcMem9, 1889, pl. XI, frag. 29 (2e graphie).Serpent associé à la 18e province de Basse-Égypte.Leitz (Die Gaumonographien in Edfu und ihre Papyrusvarianten. Ein überregionaler Kanon kultischen Wissens im spätzeitlichen Ägypten, Soubassementstudien III/1, SSR 9/1, 2014, p. 343) propose la traduction « Celui dont les trous (?) sont grands » ; cf. wr / wrr « grand, important, vénérable ; devenir grand, vénérable, abondant », jtn.wt « (sens inconnu) » et jtnw « trou (?) (d’un serpent) ».Noter toutefois que pour Wilson (PL, p. 122), seul le terme jtn.wt constituerait le nom de ce serpent.","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10071,ẖsȝy,"Published the Jul 27, 2020 at 14:28",problematic,https://app.vega-lexique.fr/api/files/76230dcc-8f14-4ffc-ad0c-095b34a76fc6.svg,Götterbild,صورة إِلَهية,divine image,image divine,"Attesté uniquement dans le papyrus IV de Tebtynis (= pBerlin 7809/7810 + pLouvre AF 11112), fragment C, 6, 2 ; cf. Osing, Tebtunis I, p. 293-294, et pl. 30-30A.Dans la section consacrée aux termes et expressions désignant l'image ou la figure divine.Pour Osing (op. cit., p. 194 [e]), formé vraisemblablement sur la racine ẖsȝ « ne pas être oint ; non-oint ; celui qui n’est pas oint ». Il relève cependant que le présent terme reste inconnu par ailleurs.Peut-être dérivé de l'épithète d'Osiris-Khes (cf. LGG VI, 54c-55a), comme terme commun pour désigner une représentation divine.Cf. ẖsȝy.t « (un baume, une gomme, une résine) ».",[]
ID 10072,jwn-n(y)-p.t,"Published the Jul 27, 2020 at 14:29",validated,https://app.vega-lexique.fr/api/files/0d7f2947-d579-4b5e-a775-5d06684f40fc.svg,Flachs,كتان,flax,lin,"Expression lexicalisée formée sur jwn « couleur ; apparence ; forme, nature, caractère », n(y) « de ; appartenant à » et p.t « ciel ».Littéralement : « la couleur du ciel ».Sur ce terme, comme désignation poétique du lin mḥʿw / mḥy, voir Meeks, « Iwn-n-pt = [...] = le lin », RdE 24, 1972, p. 116-119.","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', None, None, 'Westendorf (W.), Koptisches Handwörterbuch. Bearbeitet auf Grundlage des Koptischen Handwörterbuchs von Wilhelm Spiegelberg, Heidelberg, 1977 (2e éd., 2008).', 'Vycichl (W.), Dictionnaire étymologique de la langue copte, Louvain, 1983.']"
ID 10073,jtn,"Published the Jul 27, 2020 at 14:30",validated,https://app.vega-lexique.fr/api/files/8254f88e-14dc-48b8-ab82-0ca44af171a4.svg,"scheinen, beleuchten",سَطَعَ ، أَنارَ ، أَضاءَ ، نَوَّرَ,"to shine, to illuminate","luire, éclairer, illuminer","Cf. jtn « disque, globe », jtn.t « disque féminin », jtn « s'éloigner » et jtn « (un miroir) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', None]"
ID 10074,jtn,"Published the Jul 27, 2020 at 14:31",wrong,https://app.vega-lexique.fr/api/files/0ff2ef96-4284-4d7b-a80e-fe271d4f369b.svg,Licht,نور ، ضَوْء ,light,lumière,"Entrée à supprimer.Relevé en Edfou VII, 109, 16.Occurrence de jtn « luire, éclairer, illuminer » dans la séquence šw.ty=k jtn(=w) ḥȝy[=sn] ḥr.w « tes deux plumes ont illuminé de [leur] lumière les visages » ; cf. Kurth, Edfou VII, p. 194.",[None]
ID 10075,jtn,"Published the Jul 27, 2020 at 14:31",problematic,https://app.vega-lexique.fr/api/files/59f6bbff-27a2-4057-8cb1-cd6854021796.svg,(ein Fisch),(سمكة ما),(a fish),(un poisson),"Poisson sacré de la 16e province de Basse-Égypte, fréquemment associé à sa déesse tutélaire Hatméhyt.Pour Meeks (« Le nom du dauphin et le poisson de Mendès », RdE 25, 1973, p. 209-216) et Leitz (Tagewählerei, p. 500 ; Die Gaumonographien in Edfu und ihre Papyrusvarianten. Ein überregionaler Kanon kultischen Wissens im spätzeitlichen Ägypten I. Soubassementstudien III, SSR 9, 2014, p. 326-327), il s’agirait du dauphin.Zivie-Coche (« Religion de l’Égypte ancienne », AnnEPHE Sciences Religieuses 116, 2007-2008, p. 101-102) précise toutefois que cette hypothèse doit être abandonnée et que ce poisson est à identifier au tilapia ; cf. jn.t « tilapia du Nil (Oreochromis niloticus L.) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10076,jtn(.t),"Published the Jul 27, 2020 at 14:33",validated,https://app.vega-lexique.fr/api/files/ecf17ac0-f897-4bc9-9637-93c68a4976ea.svg,"Ruheplatz, Stange",مكان للراحة ، مَجْثَم,"resting place, perch","lieu de repos, perchoir","Attesté seulement dans le temple d’Edfou.Sur ce terme, voir Fairman, « Some unrecorded Ptolemaic Words », ZÄS 91, 1964, p. 5.","['Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', None, None, 'Johnson (J.) (éd.), The Demotic Dictionary of the Oriental Institute of the University of Chicago, Chicago, 2002.']"
ID 10077,jtn,"Published the Jul 27, 2020 at 14:33",validated,https://app.vega-lexique.fr/api/files/352cfe75-0cc0-49c0-8138-0302a901bc68.svg,"Boden, Erdboden, Erde; Staub", أرْضِيّة ، أرض ؛ تُرَاب,"ground, earth; dust","sol, terre ; poussière","Variante de jwtn « sol, terre ; poussière ».Noter que pour le TLA (Lemma n° 23210, pastille rouge), jwtn serait plutôt une variante de jtn.Cf. également jtnw « cendre (?), poussière (?) » et jtnw « trou (?) (d'un serpent) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', None]"
